Hail Contour Data
=================


0.75inch (threshold: 19mm)
----------------------------------------

Region 1
Points: 48
lat,lon
34.8806,-82.3354
34.9131,-82.3618
34.9293,-82.3750
34.7614,-82.2429
34.8860,-82.3420
34.9185,-82.3684
34.9348,-82.3816
34.7777,-82.2561
34.7939,-82.2694
34.8752,-82.3354
34.9239,-82.3750
34.9293,-82.3816
34.8806,-82.3420
34.9348,-82.3882
34.7994,-82.2760
34.8698,-82.3354
34.9402,-82.3948
34.9293,-82.3882
34.8752,-82.3420
34.9348,-82.3948
34.7669,-82.2495
34.9402,-82.4014
34.8643,-82.3354
34.7885,-82.2694
34.8698,-82.3420
34.9348,-82.4014
34.9402,-82.4080
34.8589,-82.3354
34.7939,-82.2760
34.7723,-82.2561
34.8643,-82.3420
34.9348,-82.4080
34.9402,-82.4146
34.8481,-82.3288
34.7994,-82.2826
34.8535,-82.3354
34.9348,-82.4146
34.7777,-82.2628
34.8048,-82.2892
34.8589,-82.3420
34.9402,-82.4212
34.9456,-82.4278
34.8373,-82.3222
34.8102,-82.2958
34.8427,-82.3288
34.9348,-82.4212
34.9402,-82.4278
34.8481,-82.3354
34.8535,-82.3420
34.8210,-82.3090
34.8264,-82.3156
34.9348,-82.4278
34.9402,-82.4344
34.8319,-82.3222
34.7939,-82.2826
34.8373,-82.3288
34.7994,-82.2892
34.8427,-82.3354
34.9293,-82.4278
34.9348,-82.4344
34.8048,-82.2958
34.8102,-82.3024
34.7614,-82.2495
34.8156,-82.3090
34.9293,-82.4344
34.8210,-82.3156
34.8264,-82.3222
34.8319,-82.3288
34.7723,-82.2628
34.9239,-82.4344
34.9293,-82.4410
34.9239,-82.4410
34.8048,-82.3024
34.8102,-82.3090
34.8156,-82.3156
34.9077,-82.4278
34.9131,-82.4344
34.9185,-82.4410
34.9239,-82.4476
34.9185,-82.4476
34.9131,-82.4410
34.9077,-82.4344
34.9023,-82.4278
34.8968,-82.4212
34.9131,-82.4476
34.9077,-82.4410
34.9023,-82.4344
34.8968,-82.4278
34.8914,-82.4212
34.8914,-82.4278
34.7723,-82.2694
34.8860,-82.4212
34.8806,-82.4146
34.8752,-82.4080
34.8698,-82.4014
34.7669,-82.2628
34.8860,-82.4278
34.7614,-82.2561
34.8806,-82.4212
34.8752,-82.4146
34.8698,-82.4080
34.8643,-82.4014
34.7560,-82.2495
34.8752,-82.4212
34.8698,-82.4146
34.8643,-82.4080
34.8589,-82.4014
34.8589,-82.4080
34.8535,-82.4014
34.7669,-82.2694
34.8535,-82.4080
34.8481,-82.4014
34.8481,-82.4080
34.7614,-82.2628
34.8427,-82.4080
34.8427,-82.4146
34.7560,-82.2561
34.8373,-82.4080
34.8373,-82.4146
34.8319,-82.4080
34.7614,-82.2694
34.8319,-82.4146
34.8264,-82.4080
34.8264,-82.4146
34.7560,-82.2628
34.8210,-82.4080
34.8210,-82.4146
34.8156,-82.4080
34.8156,-82.4146
34.8102,-82.4080
34.8102,-82.4146
34.8048,-82.4080
34.8048,-82.4146
34.7994,-82.4146
34.7994,-82.4212
34.7939,-82.4080
34.7939,-82.4146
34.7777,-82.3618
34.7885,-82.4080
34.7777,-82.3684
34.7885,-82.4146
34.7777,-82.3750
34.7723,-82.3552
34.7831,-82.4014
34.7723,-82.3618
34.7831,-82.4080
34.7723,-82.3684
34.7777,-82.3948
34.7723,-82.3750
34.7777,-82.4014
34.7669,-82.3552
34.7723,-82.3816
34.7777,-82.4080
34.7723,-82.3882
34.7669,-82.3618
34.7723,-82.3948
34.7723,-82.4014
34.7669,-82.3816
34.7614,-82.3552
34.7669,-82.3882
34.7614,-82.3618
34.7398,-82.2297
34.7560,-82.3552
34.7560,-82.3618
34.7506,-82.3486
34.7506,-82.3552
34.7452,-82.3420
34.7452,-82.3486
34.7398,-82.3222
34.7398,-82.3288
34.7398,-82.3354
34.7398,-82.3420
34.7398,-82.3486

Region 18
Points: 4
lat,lon
34.6477,-81.5431
34.6531,-81.5365
34.6585,-81.5431
34.6531,-81.5497

Region 19
Points: 12
lat,lon
34.6639,-81.4440
34.6639,-81.4374
34.6585,-81.4374
34.6585,-81.4308
34.6639,-81.4308
34.6639,-81.4242
34.6694,-81.4242
34.6694,-81.4308
34.6748,-81.4308
34.6748,-81.4374
34.6694,-81.4374
34.6694,-81.4440

Region 20
Points: 4
lat,lon
34.6694,-81.5365
34.6748,-81.5299
34.6802,-81.5365
34.6748,-81.5431

Region 21
Points: 4
lat,lon
34.6910,-83.1607
34.6964,-83.1541
34.7019,-83.1607
34.6964,-83.1673

Region 22
Points: 48
lat,lon
34.7235,-83.2003
34.7235,-83.1937
34.7181,-83.2003
34.7181,-83.1937
34.7127,-83.2003
34.7073,-83.2003
34.7127,-83.1937
34.7019,-83.2003
34.7073,-83.1937
34.7019,-83.1937
34.6964,-83.1937
34.7019,-83.1871
34.6964,-83.1871
34.6964,-83.1805
34.7019,-83.1805
34.6964,-83.1739
34.7019,-83.1739
34.7073,-83.1739
34.7019,-83.1673
34.7127,-83.1739
34.7073,-83.1673
34.7127,-83.1673
34.7181,-83.1739
34.7181,-83.1673
34.7235,-83.1805
34.7235,-83.1739
34.7289,-83.1739
34.7398,-83.1673
34.7344,-83.1739
34.7289,-83.1805
34.7398,-83.1739
34.7452,-83.1739
34.7344,-83.1805
34.7452,-83.1805
34.7506,-83.1805
34.7560,-83.1871
34.7506,-83.1871
34.7560,-83.1937
34.7506,-83.1937
34.7452,-83.1937
34.7398,-83.1937
34.7506,-83.2003
34.7452,-83.2003
34.7344,-83.1937
34.7398,-83.2003
34.7344,-83.2003
34.7289,-83.1937
34.7289,-83.2003

Region 23
Points: 4
lat,lon
34.7019,-81.5761
34.6964,-81.5695
34.7019,-81.5629
34.7073,-81.5695

Region 24
Points: 8
lat,lon
34.7073,-81.6223
34.7073,-81.6157
34.7019,-81.6157
34.7073,-81.6091
34.7127,-81.6091
34.7181,-81.6157
34.7127,-81.6157
34.7127,-81.6223

Region 25
Points: 4
lat,lon
34.7235,-81.9788
34.7289,-81.9722
34.7344,-81.9788
34.7289,-81.9854

Region 26
Points: 8
lat,lon
34.7289,-81.6619
34.7235,-81.6553
34.7289,-81.6553
34.7289,-81.6487
34.7344,-81.6487
34.7344,-81.6553
34.7398,-81.6553
34.7344,-81.6619

Region 27
Points: 34
lat,lon
34.7452,-82.0251
34.7452,-82.0185
34.7452,-82.0119
34.7398,-82.0185
34.7398,-82.0119
34.7452,-82.0052
34.7398,-82.0052
34.7344,-82.0052
34.7289,-81.9986
34.7344,-81.9986
34.7398,-81.9986
34.7289,-81.9920
34.7344,-81.9920
34.7344,-81.9854
34.7398,-81.9920
34.7398,-81.9854
34.7452,-81.9920
34.7452,-81.9854
34.7506,-81.9854
34.7506,-81.9920
34.7560,-81.9854
34.7560,-81.9920
34.7614,-81.9920
34.7560,-81.9986
34.7614,-81.9986
34.7614,-82.0052
34.7560,-82.0052
34.7669,-82.0119
34.7614,-82.0119
34.7614,-82.0185
34.7560,-82.0185
34.7560,-82.0251
34.7506,-82.0185
34.7506,-82.0251

Region 28
Points: 4
lat,lon
34.7289,-81.6025
34.7344,-81.5959
34.7398,-81.6025
34.7344,-81.6091

Region 29
Points: 62
lat,lon
34.7939,-82.0779
34.7939,-82.0713
34.7885,-82.0779
34.7885,-82.0713
34.7831,-82.0779
34.7831,-82.0713
34.7831,-82.0647
34.7777,-82.0713
34.7777,-82.0647
34.7831,-82.0581
34.7777,-82.0581
34.7831,-82.0515
34.7777,-82.0515
34.7831,-82.0449
34.7777,-82.0449
34.7777,-82.0383
34.7831,-82.0383
34.7831,-82.0317
34.7831,-82.0251
34.7777,-82.0119
34.7885,-82.0317
34.7831,-82.0185
34.7831,-82.0119
34.7885,-82.0251
34.7831,-82.0052
34.7831,-81.9986
34.7885,-82.0185
34.7885,-82.0119
34.7885,-81.9986
34.7885,-81.9920
34.7939,-82.0185
34.7939,-82.0119
34.7939,-82.0052
34.7939,-81.9986
34.7994,-82.0119
34.7994,-82.0185
34.8048,-82.0185
34.8048,-82.0251
34.8102,-82.0251
34.8102,-82.0317
34.8156,-82.0317
34.8048,-82.0383
34.8102,-82.0383
34.8156,-82.0383
34.8102,-82.0449
34.8048,-82.0449
34.7994,-82.0449
34.8048,-82.0515
34.8102,-82.0647
34.8048,-82.0581
34.7994,-82.0515
34.8102,-82.0713
34.8156,-82.0845
34.8048,-82.0647
34.8102,-82.0779
34.8048,-82.0713
34.7994,-82.0581
34.8102,-82.0911
34.8048,-82.0779
34.8048,-82.0845
34.7994,-82.0779
34.7994,-82.0845

Region 30
Points: 8
lat,lon
34.9402,-82.3288
34.9402,-82.3222
34.9456,-82.3156
34.9456,-82.3222
34.9510,-82.3222
34.9510,-82.3288
34.9456,-82.3288
34.9456,-82.3354

1inch (threshold: 25mm)
----------------------------------------

Region 1
Points: 8
lat,lon
33.6890,-81.8270
33.6890,-81.8204
33.6944,-81.8138
33.6944,-81.8204
33.6999,-81.8204
33.6999,-81.8270
33.6944,-81.8270
33.6944,-81.8336

Region 2
Points: 8
lat,lon
33.7973,-81.8666
33.7973,-81.8600
33.8028,-81.8534
33.8028,-81.8600
33.8082,-81.8600
33.8082,-81.8666
33.8028,-81.8666
33.8028,-81.8732

Region 3
Points: 34
lat,lon
33.8136,-81.9458
33.8136,-81.9392
33.8136,-81.9326
33.8082,-81.9392
33.8136,-81.9260
33.8082,-81.9326
33.8082,-81.9260
33.8082,-81.9194
33.8136,-81.9194
33.8028,-81.9128
33.8082,-81.9128
33.8028,-81.9062
33.8082,-81.9062
33.8082,-81.8996
33.8136,-81.8996
33.8136,-81.8930
33.8190,-81.8930
33.8190,-81.8996
33.8190,-81.9062
33.8190,-81.9128
33.8244,-81.8996
33.8244,-81.9062
33.8244,-81.9128
33.8244,-81.9194
33.8298,-81.9194
33.8298,-81.9260
33.8353,-81.9326
33.8244,-81.9260
33.8298,-81.9326
33.8298,-81.9392
33.8244,-81.9392
33.8244,-81.9458
33.8190,-81.9392
33.8190,-81.9458

Region 4
Points: 18
lat,lon
33.8840,-82.1373
33.8840,-82.1307
33.8786,-82.1307
33.8786,-82.1241
33.8840,-82.1241
33.8786,-82.1175
33.8840,-82.1175
33.8840,-82.1109
33.8894,-82.1109
33.8894,-82.1175
33.8948,-82.1175
33.8948,-82.1241
33.9003,-82.1241
33.9003,-82.1307
33.8948,-82.1307
33.8948,-82.1373
33.8894,-82.1307
33.8894,-82.1373

Region 5
Points: 64
lat,lon
33.9598,-83.4182
33.9598,-83.4116
33.9598,-83.4050
33.9598,-83.3984
33.9544,-83.4050
33.9598,-83.3918
33.9544,-83.3984
33.9544,-83.3918
33.9598,-83.3852
33.9544,-83.3852
33.9436,-83.3786
33.9490,-83.3786
33.9382,-83.3720
33.9328,-83.3654
33.9436,-83.3720
33.9544,-83.3786
33.9382,-83.3654
33.9328,-83.3588
33.9490,-83.3720
33.9382,-83.3588
33.9328,-83.3522
33.9382,-83.3522
33.9382,-83.3456
33.9436,-83.3522
33.9436,-83.3456
33.9490,-83.3522
33.9490,-83.3456
33.9544,-83.3588
33.9544,-83.3522
33.9598,-83.3588
33.9598,-83.3522
33.9653,-83.3522
33.9653,-83.3588
33.9707,-83.3522
33.9707,-83.3588
33.9707,-83.3654
33.9761,-83.3588
33.9707,-83.3720
33.9761,-83.3654
33.9761,-83.3720
33.9761,-83.3786
33.9815,-83.3786
33.9815,-83.3852
33.9761,-83.3852
33.9815,-83.3918
33.9761,-83.3918
33.9815,-83.3984
33.9761,-83.3984
33.9815,-83.4050
33.9869,-83.4182
33.9815,-83.4116
33.9761,-83.4050
33.9869,-83.4248
33.9815,-83.4182
33.9761,-83.4116
33.9815,-83.4248
33.9815,-83.4314
33.9761,-83.4248
33.9761,-83.4314
33.9707,-83.4248
33.9707,-83.4314
33.9653,-83.4116
33.9653,-83.4182
33.9653,-83.4248

Region 6
Points: 140
lat,lon
34.2361,-83.6559
34.2306,-83.6559
34.2361,-83.6493
34.2252,-83.6559
34.2198,-83.6559
34.2306,-83.6493
34.2252,-83.6493
34.2198,-83.6493
34.2144,-83.6493
34.2090,-83.6427
34.2144,-83.6427
34.1982,-83.6361
34.2036,-83.6361
34.2090,-83.6361
34.1927,-83.6295
34.1982,-83.6295
34.2144,-83.6361
34.1873,-83.6229
34.2036,-83.6295
34.1927,-83.6229
34.1819,-83.6163
34.2090,-83.6295
34.1873,-83.6163
34.1819,-83.6097
34.1765,-83.6031
34.1873,-83.6097
34.1711,-83.5965
34.1819,-83.6031
34.1657,-83.5899
34.1765,-83.5965
34.1711,-83.5899
34.1873,-83.6031
34.1657,-83.5833
34.1819,-83.5965
34.1711,-83.5833
34.1657,-83.5767
34.1765,-83.5833
34.1711,-83.5767
34.1819,-83.5833
34.1765,-83.5767
34.1711,-83.5701
34.1819,-83.5767
34.1873,-83.5833
34.1927,-83.5899
34.1873,-83.5767
34.1927,-83.5833
34.1982,-83.5899
34.2036,-83.5965
34.2090,-83.6031
34.1982,-83.5833
34.2036,-83.5899
34.2090,-83.5965
34.2144,-83.6031
34.2198,-83.6097
34.2144,-83.5965
34.2198,-83.6031
34.2252,-83.6097
34.2252,-83.6031
34.2306,-83.6097
34.2306,-83.6031
34.2361,-83.6097
34.2361,-83.6031
34.2415,-83.6097
34.2415,-83.6163
34.2415,-83.6229
34.2415,-83.6295
34.2415,-83.6361
34.2469,-83.6163
34.2469,-83.6229
34.2469,-83.6295
34.2415,-83.6427
34.2469,-83.6361
34.2469,-83.6427
34.2794,-83.6493
34.2740,-83.6493
34.2686,-83.6493
34.2631,-83.6493
34.2577,-83.6493
34.2523,-83.6493
34.2848,-83.6559
34.2794,-83.6559
34.2740,-83.6559
34.2469,-83.6493
34.2686,-83.6559
34.2902,-83.6625
34.2848,-83.6625
34.2631,-83.6559
34.2956,-83.6691
34.2902,-83.6691
34.3011,-83.6757
34.2577,-83.6559
34.2956,-83.6757
34.3011,-83.6823
34.2956,-83.6823
34.2523,-83.6559
34.3011,-83.6889
34.2956,-83.6889
34.3011,-83.6955
34.2415,-83.6493
34.2956,-83.6955
34.2902,-83.6955
34.2956,-83.7021
34.2848,-83.6955
34.2902,-83.7021
34.2469,-83.6559
34.2577,-83.6691
34.2631,-83.6757
34.2686,-83.6823
34.2740,-83.6889
34.2848,-83.7021
34.2848,-83.7087
34.2794,-83.7021
34.2740,-83.6955
34.2686,-83.6889
34.2631,-83.6823
34.2902,-83.7219
34.2848,-83.7153
34.2577,-83.6757
34.2794,-83.7087
34.2740,-83.7021
34.2848,-83.7219
34.2686,-83.6955
34.2523,-83.6691
34.2794,-83.7153
34.2848,-83.7285
34.2794,-83.7219
34.2686,-83.7021
34.2469,-83.6625
34.2794,-83.7285
34.2686,-83.7087
34.2523,-83.6757
34.2740,-83.7219
34.2686,-83.7153
34.2740,-83.7285
34.2686,-83.7219
34.2631,-83.7087
34.2469,-83.6691
34.2631,-83.7153
34.2415,-83.6559
34.2415,-83.6625

Region 7
Points: 116
lat,lon
34.3606,-83.8342
34.3606,-83.8276
34.3606,-83.8210
34.3552,-83.8210
34.3498,-83.8210
34.3552,-83.8144
34.3498,-83.8144
34.3444,-83.8144
34.3498,-83.8078
34.3444,-83.8078
34.3390,-83.8012
34.3444,-83.8012
34.3390,-83.7946
34.3119,-83.7813
34.3444,-83.7946
34.3173,-83.7813
34.3065,-83.7747
34.3336,-83.7880
34.3227,-83.7813
34.3119,-83.7747
34.3011,-83.7681
34.3390,-83.7880
34.3281,-83.7813
34.3173,-83.7747
34.3065,-83.7681
34.2956,-83.7615
34.3011,-83.7615
34.3227,-83.7747
34.2956,-83.7549
34.3336,-83.7813
34.3011,-83.7549
34.3281,-83.7747
34.3390,-83.7813
34.3011,-83.7483
34.3336,-83.7747
34.3065,-83.7483
34.3119,-83.7483
34.3065,-83.7417
34.3227,-83.7549
34.3173,-83.7483
34.3119,-83.7417
34.3173,-83.7417
34.3227,-83.7483
34.3281,-83.7549
34.3281,-83.7483
34.3336,-83.7549
34.3390,-83.7615
34.3444,-83.7681
34.3336,-83.7483
34.3390,-83.7549
34.3498,-83.7747
34.3444,-83.7615
34.3498,-83.7681
34.3552,-83.7747
34.3552,-83.7681
34.3606,-83.7747
34.3606,-83.7681
34.3661,-83.7681
34.3661,-83.7747
34.3715,-83.7747
34.3715,-83.7813
34.3769,-83.7747
34.3769,-83.7813
34.3823,-83.7813
34.3823,-83.7880
34.3877,-83.7880
34.3877,-83.7946
34.3931,-83.7946
34.3931,-83.8012
34.3986,-83.8012
34.4040,-83.8078
34.3986,-83.8078
34.4040,-83.8144
34.3986,-83.8144
34.4094,-83.8210
34.4040,-83.8210
34.4094,-83.8276
34.4040,-83.8276
34.4094,-83.8342
34.4148,-83.8408
34.4310,-83.8540
34.4040,-83.8342
34.4202,-83.8474
34.4365,-83.8606
34.4256,-83.8540
34.4094,-83.8408
34.4310,-83.8606
34.4148,-83.8474
34.4202,-83.8540
34.4040,-83.8408
34.4310,-83.8672
34.4094,-83.8474
34.4148,-83.8540
34.4202,-83.8606
34.4256,-83.8672
34.3986,-83.8408
34.4040,-83.8474
34.4094,-83.8540
34.4148,-83.8606
34.4202,-83.8672
34.4094,-83.8606
34.4040,-83.8540
34.3986,-83.8474
34.3931,-83.8408
34.3931,-83.8474
34.3877,-83.8408
34.3877,-83.8474
34.3823,-83.8408
34.3823,-83.8474
34.3769,-83.8408
34.3769,-83.8474
34.3715,-83.8408
34.3715,-83.8474
34.3661,-83.8276
34.3661,-83.8342
34.3661,-83.8408

Region 8
Points: 8
lat,lon
34.4040,-83.4446
34.3986,-83.4380
34.4040,-83.4380
34.4040,-83.4314
34.4094,-83.4314
34.4094,-83.4380
34.4148,-83.4380
34.4094,-83.4446

Region 9
Points: 44
lat,lon
34.4365,-81.3582
34.4365,-81.3516
34.4310,-81.3516
34.4256,-81.3516
34.4310,-81.3450
34.4256,-81.3450
34.4202,-81.3450
34.4202,-81.3384
34.4148,-81.3384
34.4094,-81.3318
34.4148,-81.3318
34.4094,-81.3252
34.4148,-81.3252
34.4202,-81.3252
34.4148,-81.3186
34.4202,-81.3186
34.4256,-81.3186
34.4256,-81.3120
34.4310,-81.3186
34.4310,-81.3120
34.4365,-81.3186
34.4365,-81.3120
34.4419,-81.3186
34.4419,-81.3252
34.4473,-81.3186
34.4473,-81.3252
34.4527,-81.3186
34.4527,-81.3252
34.4581,-81.3252
34.4581,-81.3318
34.4635,-81.3318
34.4690,-81.3384
34.4635,-81.3384
34.4690,-81.3450
34.4635,-81.3450
34.4581,-81.3450
34.4635,-81.3516
34.4581,-81.3516
34.4527,-81.3516
34.4527,-81.3582
34.4473,-81.3582
34.4473,-81.3648
34.4419,-81.3582
34.4419,-81.3648

Region 10
Points: 276
lat,lon
34.6856,-82.1835
34.6856,-82.1769
34.6802,-82.1769
34.6802,-82.1703
34.6748,-82.1769
34.6748,-82.1703
34.6748,-82.1637
34.6694,-82.1703
34.6694,-82.1637
34.6694,-82.1571
34.6477,-82.1835
34.6423,-82.1901
34.6639,-82.1571
34.6477,-82.1769
34.6423,-82.1835
34.6369,-82.1901
34.6314,-82.1901
34.6369,-82.1835
34.6423,-82.1769
34.6477,-82.1703
34.6585,-82.1571
34.6639,-82.1505
34.6260,-82.1901
34.6314,-82.1835
34.6423,-82.1703
34.6206,-82.1901
34.6477,-82.1637
34.6260,-82.1835
34.6531,-82.1571
34.6585,-82.1505
34.6206,-82.1835
34.6423,-82.1637
34.6152,-82.1835
34.6477,-82.1571
34.6531,-82.1505
34.6152,-82.1769
34.6423,-82.1571
34.6098,-82.1769
34.6477,-82.1505
34.6098,-82.1703
34.6044,-82.1703
34.6044,-82.1637
34.5990,-82.1637
34.5935,-82.1637
34.5990,-82.1571
34.5935,-82.1571
34.5881,-82.1571
34.5935,-82.1505
34.5881,-82.1505
34.5881,-82.1439
34.5827,-82.1439
34.5881,-82.1373
34.5827,-82.1373
34.5881,-82.1307
34.5827,-82.1307
34.5827,-82.1241
34.5881,-82.1241
34.5827,-82.1175
34.5881,-82.1175
34.5773,-82.1109
34.5827,-82.1109
34.5881,-82.1109
34.5719,-82.1043
34.5773,-82.1043
34.5827,-82.1043
34.5773,-82.0977
34.5827,-82.0977
34.5773,-82.0911
34.5827,-82.0911
34.5827,-82.0845
34.5881,-82.0845
34.5827,-82.0779
34.5881,-82.0779
34.5827,-82.0713
34.5881,-82.0713
34.5827,-82.0647
34.5881,-82.0647
34.5827,-82.0581
34.5881,-82.0581
34.5827,-82.0515
34.5881,-82.0515
34.5827,-82.0449
34.5881,-82.0449
34.5935,-82.0449
34.5881,-82.0383
34.6044,-82.0515
34.5990,-82.0449
34.5935,-82.0383
34.6098,-82.0515
34.6314,-82.0713
34.6044,-82.0449
34.5990,-82.0383
34.6260,-82.0647
34.6152,-82.0515
34.6098,-82.0449
34.6369,-82.0713
34.6314,-82.0647
34.6260,-82.0581
34.6206,-82.0515
34.6152,-82.0449
34.6423,-82.0713
34.6369,-82.0647
34.6314,-82.0581
34.6260,-82.0515
34.6206,-82.0449
34.6260,-82.0449
34.6314,-82.0515
34.6423,-82.0647
34.6260,-82.0383
34.6314,-82.0449
34.6423,-82.0581
34.6477,-82.0647
34.6423,-82.0515
34.6314,-82.0317
34.6477,-82.0581
34.6369,-82.0383
34.6477,-82.0515
34.6531,-82.0581
34.6477,-82.0449
34.6531,-82.0515
34.6585,-82.0581
34.6585,-82.0515
34.6639,-82.0647
34.6639,-82.0581
34.6694,-82.0647
34.6694,-82.0581
34.6748,-82.0647
34.6748,-82.0581
34.6802,-82.0713
34.6802,-82.0647
34.6856,-82.0713
34.6856,-82.0647
34.6910,-82.0647
34.6910,-82.0713
34.6964,-82.0515
34.6964,-82.0581
34.6964,-82.0647
34.6964,-82.0713
34.7019,-82.0449
34.7019,-82.0515
34.7019,-82.0581
34.7019,-82.0647
34.7073,-82.0449
34.7073,-82.0515
34.7127,-82.0449
34.7127,-82.0515
34.7181,-82.0449
34.7181,-82.0515
34.7181,-82.0581
34.7235,-82.0515
34.7181,-82.0647
34.7235,-82.0581
34.7235,-82.0647
34.7235,-82.0713
34.7289,-82.0647
34.7289,-82.0713
34.7344,-82.0713
34.7289,-82.0779
34.7344,-82.0779
34.7344,-82.0845
34.7398,-82.0845
34.7452,-82.0845
34.7398,-82.0911
34.7506,-82.0845
34.7614,-82.0779
34.7560,-82.0845
34.7452,-82.0911
34.7614,-82.0845
34.7506,-82.0911
34.7669,-82.0845
34.7560,-82.0911
34.7614,-82.0911
34.7669,-82.0911
34.7669,-82.0977
34.7723,-82.0977
34.7669,-82.1043
34.7723,-82.1043
34.7669,-82.1109
34.7723,-82.1109
34.7669,-82.1175
34.7723,-82.1175
34.7777,-82.1175
34.7723,-82.1241
34.7777,-82.1241
34.7831,-82.1241
34.7939,-82.1307
34.7885,-82.1307
34.7831,-82.1307
34.7777,-82.1307
34.7994,-82.1373
34.7939,-82.1373
34.7885,-82.1373
34.7831,-82.1373
34.7994,-82.1439
34.7939,-82.1439
34.8048,-82.1505
34.7994,-82.1505
34.7994,-82.1571
34.7939,-82.1571
34.7939,-82.1637
34.7885,-82.1637
34.7939,-82.1703
34.7885,-82.1703
34.7939,-82.1769
34.7506,-82.1571
34.7885,-82.1769
34.7452,-82.1571
34.7560,-82.1637
34.7885,-82.1835
34.7831,-82.1835
34.7506,-82.1637
34.7398,-82.1571
34.7669,-82.1769
34.7560,-82.1703
34.7452,-82.1637
34.7831,-82.1901
34.7344,-82.1571
34.7723,-82.1835
34.7614,-82.1769
34.7506,-82.1703
34.7777,-82.1901
34.7669,-82.1835
34.7398,-82.1637
34.7831,-82.1967
34.7560,-82.1769
34.7723,-82.1901
34.7614,-82.1835
34.7777,-82.1967
34.7831,-82.2033
34.7669,-82.1901
34.7506,-82.1769
34.7344,-82.1637
34.7723,-82.1967
34.7560,-82.1835
34.7777,-82.2033
34.7831,-82.2099
34.7669,-82.1967
34.7723,-82.2033
34.7289,-82.1637
34.7777,-82.2099
34.7669,-82.2033
34.7723,-82.2099
34.7777,-82.2165
34.7235,-82.1637
34.7289,-82.1703
34.7235,-82.1703
34.7235,-82.1769
34.7181,-82.1703
34.7289,-82.1901
34.7235,-82.1835
34.7181,-82.1769
34.7289,-82.1967
34.7235,-82.1901
34.7181,-82.1835
34.7235,-82.1967
34.7235,-82.2033
34.7181,-82.2033
34.7073,-82.1769
34.7181,-82.2099
34.7073,-82.1835
34.7127,-82.2033
34.7019,-82.1703
34.7073,-82.1901
34.7127,-82.2099
34.7019,-82.1769
34.7073,-82.1967
34.7073,-82.2033
34.7019,-82.1835
34.7073,-82.2099
34.7019,-82.1901
34.7019,-82.1967
34.6964,-82.1703
34.7019,-82.2033
34.6964,-82.1769
34.6910,-82.1703
34.6910,-82.1769

Region 11
Points: 4
lat,lon
34.5719,-82.0251
34.5773,-82.0185
34.5827,-82.0251
34.5773,-82.0317

Region 12
Points: 310
lat,lon
34.8048,-82.3948
34.8048,-82.3882
34.8048,-82.3816
34.8048,-82.3750
34.7994,-82.3948
34.7994,-82.3882
34.7939,-82.3948
34.7939,-82.3882
34.7994,-82.3684
34.7885,-82.3948
34.7994,-82.3618
34.7939,-82.3750
34.7885,-82.3882
34.7939,-82.3684
34.7831,-82.3882
34.7885,-82.3750
34.7831,-82.3816
34.7994,-82.3552
34.7777,-82.3882
34.7939,-82.3618
34.7885,-82.3684
34.7831,-82.3750
34.7777,-82.3816
34.7723,-82.3816
34.7777,-82.3750
34.7831,-82.3684
34.7939,-82.3552
34.7723,-82.3750
34.7777,-82.3684
34.7669,-82.3618
34.7939,-82.3486
34.7614,-82.3618
34.7723,-82.3552
34.7669,-82.3552
34.7885,-82.3486
34.7614,-82.3552
34.7560,-82.3552
34.7831,-82.3486
34.7777,-82.3486
34.7723,-82.3486
34.7560,-82.3486
34.7506,-82.3486
34.7398,-82.3420
34.7452,-82.3420
34.7506,-82.3420
34.7560,-82.3420
34.7777,-82.3420
34.7831,-82.3420
34.7885,-82.3420
34.7344,-82.3354
34.7398,-82.3354
34.7452,-82.3354
34.7506,-82.3354
34.7344,-82.3288
34.7019,-82.3222
34.7398,-82.3288
34.6964,-82.3156
34.7019,-82.3156
34.7073,-82.3156
34.7344,-82.3222
34.6964,-82.3090
34.7398,-82.3222
34.7073,-82.3090
34.6910,-82.3024
34.7127,-82.3090
34.6964,-82.3024
34.7344,-82.3156
34.7181,-82.3090
34.7019,-82.3024
34.7235,-82.3090
34.7398,-82.3156
34.6964,-82.2958
34.7127,-82.3024
34.7289,-82.3090
34.7019,-82.2958
34.7181,-82.3024
34.7344,-82.3090
34.7073,-82.2958
34.7235,-82.3024
34.7127,-82.2958
34.7289,-82.3024
34.6910,-82.2826
34.7073,-82.2892
34.6964,-82.2826
34.6856,-82.2760
34.7127,-82.2892
34.7019,-82.2826
34.6910,-82.2760
34.6802,-82.2694
34.7073,-82.2826
34.6964,-82.2760
34.6856,-82.2694
34.6802,-82.2628
34.7019,-82.2760
34.7127,-82.2826
34.6856,-82.2628
34.7073,-82.2760
34.6802,-82.2561
34.6856,-82.2561
34.6802,-82.2495
34.6856,-82.2495
34.6802,-82.2429
34.6910,-82.2495
34.6856,-82.2429
34.6964,-82.2495
34.6910,-82.2429
34.7073,-82.2561
34.6856,-82.2363
34.7019,-82.2495
34.6964,-82.2429
34.7127,-82.2561
34.7073,-82.2495
34.7019,-82.2429
34.7181,-82.2561
34.7127,-82.2495
34.7289,-82.2628
34.7235,-82.2561
34.7181,-82.2495
34.7344,-82.2628
34.7289,-82.2561
34.7235,-82.2495
34.7398,-82.2628
34.7344,-82.2561
34.7398,-82.2561
34.7452,-82.2561
34.7506,-82.2628
34.7614,-82.2760
